ticket,objectId,categoryId,templateId,commentNo,parentCommentNo,replyLevel,replyCount,replyAllCount,replyPreviewNo,replyList,imageCount,imageList,imagePathList,imageWidthList,imageHeightList,commentType,stickerId,sticker,sortValue,contents,userIdNo,exposedUserIp,lang,country,idType,idProvider,userName,userProfileImage,profileType,modTime,modTimeGmt,regTime,regTimeGmt,sympathyCount,antipathyCount,hideReplyButton,status,mine,best,mentions,toUser,userStatus,categoryImage,open,levelCode,grades,sympathy,antipathy,metaInfo,extension,audioInfoList,translation,report,middleBlindReport,spamInfo,userHomepageUrl,defamation,hiddenByCleanbot,score,ratings,managerLike,visible,manager,deleted,expose,exposeByCountry,virtual,secret,profileUserId,idNo,blindReport,blind,serviceId,userBlocked,containText,maskedUserId,maskedUserName,validateBanWords,anonymous
news,"news123,0002250409",*,default_politics,2620944374,2620944374,1,1,1,NA,NA,0,NA,NA,NA,NA,txt,NA,NA,1626398036844,정치검찰 석렬이 ㅋㅋㅋ,1H9YD,NA,ko,KR,naver,naver,okdc****,https://phinf.pstatic.net/contact/20190608_9/1559956838132m9K87_JPEG/image.jpg,naver,2021-07-16T10:13:57+0900,2021-07-16T01:13:57+0000,2021-07-16T10:13:57+0900,2021-07-16T01:13:57+0000,3,6,FALSE,0,FALSE,FALSE,NA,NA,0,NA,TRUE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,0,NA,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,1H9YD,FALSE,FALSE,NA,FALSE,TRUE,okdc****,ok****,FALSE,FALSE
news,"news123,0002250409",*,default_politics,2620941254,2620941254,1,0,0,NA,NA,0,NA,NA,NA,NA,txt,NA,NA,1626397895928,"그럼 검찰이 특정 정권의 개가 되어 없는 죄도 만들어 뒤집어 쒸우는게 정상 입니까? 그잘난 검찰이 법원 판사 사찰도 했다며, 그러니 결과 적으론 특정정권, 검찰, 판사가 한통속이 되어 잡아 넣은 거잖아 아닙니까?",bavs3,NA,ko,KR,naver,naver,yjs_****,NA,naver,2021-07-16T10:11:36+0900,2021-07-16T01:11:36+0000,2021-07-16T10:11:36+0900,2021-07-16T01:11:36+0000,3,8,FALSE,0,FALSE,FALSE,NA,NA,0,NA,TRUE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,0,NA,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,bavs3,FALSE,FALSE,NA,FALSE,TRUE,yjs_****,yj****,FALSE,FALSE
news,"news123,0002250409",*,default_politics,2620939964,2620939964,1,0,0,NA,NA,0,NA,NA,NA,NA,txt,NA,NA,1626397840662,대깨마피아들은 대법원판결마저 방송에서 왜곡이용하려하네. 법대로해라 헌법대로하라고 옆에서 비겁하게말고.,n9Nh,NA,ko,KR,naver,naver,fish****,NA,naver,2021-07-16T10:10:41+0900,2021-07-16T01:10:41+0000,2021-07-16T10:10:41+0900,2021-07-16T01:10:41+0000,5,1,FALSE,0,FALSE,FALSE,NA,NA,0,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,0,NA,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,n9Nh,FALSE,FALSE,NA,FALSE,TRUE,fish****,fi****,FALSE,FALSE
news,"news123,0002250409",*,default_politics,2620938944,2620938944,1,0,0,NA,NA,0,NA,NA,NA,NA,txt,NA,NA,1626397789524,"차기 대통령 윤석열 화이팅입니다ᆢ
그 어떤 노무리도 법과 정의에 어긋나는 개들은 모조리 처단해야 됩니다ᆢ",4n3NC,NA,ko,KR,naver,naver,khd6****,NA,naver,2021-07-16T10:09:50+0900,2021-07-16T01:09:50+0000,2021-07-16T10:09:50+0900,2021-07-16T01:09:50+0000,3,1,FALSE,0,FALSE,FALSE,NA,NA,0,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,0,NA,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,4n3NC,FALSE,FALSE,NA,FALSE,TRUE,khd6****,kh****,FALSE,FALSE
news,"news123,0002250409",*,default_politics,2620937724,2620937724,1,0,0,NA,NA,0,NA,NA,NA,NA,txt,NA,NA,1626397729374,명숙이 수표는 빼박인데 ... 박범계  문재인은 미쳤구나 ...,2lfsH,NA,ko,KR,naver,naver,yc03****,NA,naver,2021-07-16T10:08:49+0900,2021-07-16T01:08:49+0000,2021-07-16T10:08:49+0900,2021-07-16T01:08:49+0000,6,1,FALSE,0,FALSE,FALSE,NA,NA,0,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,0,NA,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,2lfsH,FALSE,FALSE,NA,FALSE,TRUE,yc03****,yc****,FALSE,FALSE
news,"news123,0002250409",*,default_politics,2620937494,2620937494,1,0,0,NA,NA,0,NA,NA,NA,NA,txt,NA,NA,1626397719017,한명숙은 진정 원할까? ㅋㅋ 돈을 안받았다가 아니잖아? 받은 수표쓴게 명확해서 3심유죄판결인데 이제와서 돈은 받아 쳐먹었는데 절차가 문제라는거야? 그럼 김학의도 무죄로 나오겠네? OOO 얘네들 보면 학창시절 운동권애들 특성이 보여 논리고 정의고 없어 그냥 지들이 정의고 논리야 다른 의견은 무조건 부정적이고 다른 행동은 배신이야  얘들이 국민걱정할것 같아? 전혀 학창시절 학생회비로 낮술쳐먹고 술꼬장 피던 애들이 그런 생각안햐 거짓말은 겁나하지 90년대 후반부터 운동권이 망해간것 처럼 이정권 586운동권도 종말을 고할꺼야,1msHs,NA,ko,KR,naver,naver,vict****,NA,naver,2021-07-16T10:08:39+0900,2021-07-16T01:08:39+0000,2021-07-16T10:08:39+0900,2021-07-16T01:08:39+0000,0,0,FALSE,0,FALSE,FALSE,NA,NA,0,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,TRUE,0,NA,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,1msHs,FALSE,FALSE,NA,FALSE,TRUE,vict****,vi****,FALSE,FALSE
news,"news123,0002250409",*,default_politics,2620937144,2620937144,1,0,0,NA,NA,0,NA,NA,NA,NA,txt,NA,NA,1626397704882,그러니까 발행인도 있고 내가 사용도 했지만 나는 모르는일...이렇게 하면 대한민국에서 죄가 안되는 구나.즉 나도 어디서 수표 훔쳐와서 사용하다 잡혀도 모르는일 하면 그냥 끝나는것임?,1bQeH,NA,ko,KR,naver,naver,fast****,NA,naver,2021-07-16T10:08:25+0900,2021-07-16T01:08:25+0000,2021-07-16T10:08:25+0900,2021-07-16T01:08:25+0000,3,0,FALSE,0,FALSE,FALSE,NA,NA,0,NA,TRUE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,0,NA,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,1bQeH,FALSE,FALSE,NA,FALSE,TRUE,fast****,fa****,FALSE,FALSE
news,"news123,0002250409",*,default_politics,2620936884,2620936884,1,0,0,NA,NA,0,NA,NA,NA,NA,txt,NA,NA,1626397693662,"만약 조선민주주의인민공화국 김씨 3대 세습체제하였다면 어땠을까? 이복형도 암살하고 고모부도 가차없이 고사총 압살하고... 대한민국이 그나마 법치국가 틀 속에서 돌아가니 망정이지, 한명숙 뿐 아니라 조국 사태에서 보듯 지들을 건드리면 북한 김정은체제라면 벌써 이들이 찍은 사람들은 형체도 없이 주검으로 변했을 것이다! 이들의 사고방식이 꼭 붉은 띠 완장찬 빨갱이! 북녘 동포 인권엔 찍소리도 못하는 팔불출 주제에 감히 대한민국을 수십년 장기집권 망상에 미쳐 이 여름 폭염속에 코로나 속에 미쳐도 제대로 미쳐간다!미친개는 몽둥이가 약이다!",5WufJ,NA,ko,KR,naver,naver,nada****,https://phinf.pstatic.net/contact/20210120_106/16111414603938WYaB_JPEG/image.jpg,naver,2021-07-16T10:08:14+0900,2021-07-16T01:08:14+0000,2021-07-16T10:08:14+0900,2021-07-16T01:08:14+0000,3,1,FALSE,0,FALSE,FALSE,NA,NA,0,NA,TRUE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,0,NA,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,5WufJ,FALSE,FALSE,NA,FALSE,TRUE,nada****,na****,FALSE,FALSE
news,"news123,0002250409",*,default_politics,2620936794,2620936794,1,0,0,NA,NA,0,NA,NA,NA,NA,txt,NA,NA,1626397686457,대법원  판결도 부정하는 막가파들  대법원  판사들이  호구로 보이냐,9J6Ex,NA,ko,KR,naver,naver,maru****,NA,naver,2021-07-16T10:08:06+0900,2021-07-16T01:08:06+0000,2021-07-16T10:08:06+0900,2021-07-16T01:08:06+0000,2,1,FALSE,0,FALSE,FALSE,NA,NA,0,NA,TRUE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,0,NA,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,9J6Ex,FALSE,FALSE,NA,FALSE,TRUE,maru****,ma****,FALSE,FALSE
news,"news123,0002250409",*,default_politics,2620936444,2620936444,1,0,0,NA,NA,0,NA,NA,NA,NA,txt,NA,NA,1626397672136,요즘 선거철이 되니 여론 몰이 하느라고 빨갱이 댓글 팀이 슬슬 활동 하네요~~ 국민여러분!!!! 이번엔  댓글 여론 조작팀에 현혹되면 우리나라 북한처럼 됩니다. 현혹 당하지 않길 간절히 바랍니다.,bwPk1,NA,ko,KR,naver,naver,coff****,https://phinf.pstatic.net/contact/20210624_84/1624499710736pRCSf_JPEG/image.jpg,naver,2021-07-16T10:07:52+0900,2021-07-16T01:07:52+0000,2021-07-16T10:07:52+0900,2021-07-16T01:07:52+0000,1,1,FALSE,0,FALSE,FALSE,NA,NA,0,NA,TRUE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,0,NA,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,bwPk1,FALSE,FALSE,NA,FALSE,TRUE,coff****,co****,FALSE,FALSE
news,"news123,0002250409",*,default_politics,2620936004,2620936004,1,0,0,NA,NA,0,NA,NA,NA,NA,txt,NA,NA,1626397654815,남관이 석열이 몇 달 있음 빵에서 보겠네 ㅋㅋㅋ,vXXk,NA,ko,KR,naver,naver,plen****,NA,naver,2021-07-16T10:07:35+0900,2021-07-16T01:07:35+0000,2021-07-16T10:07:35+0900,2021-07-16T01:07:35+0000,1,6,FALSE,0,FALSE,FALSE,NA,NA,0,NA,TRUE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,0,NA,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,vXXk,FALSE,FALSE,NA,FALSE,TRUE,plen****,pl****,FALSE,FALSE
news,"news123,0002250409",*,default_politics,2620935764,2620935764,1,0,0,NA,NA,0,NA,NA,NA,NA,txt,NA,NA,1626397644052,문재앙 정권 쓰레기들 깜방으로,27Wez,NA,ko,KR,naver,naver,lee6****,NA,naver,2021-07-16T10:07:24+0900,2021-07-16T01:07:24+0000,2021-07-16T10:07:24+0900,2021-07-16T01:07:24+0000,1,0,FALSE,0,FALSE,FALSE,NA,NA,0,NA,TRUE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,0,NA,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,27Wez,FALSE,FALSE,NA,FALSE,TRUE,lee6****,le****,FALSE,FALSE
news,"news123,0002250409",*,default_politics,2620935294,2620935294,1,0,0,NA,NA,0,NA,NA,NA,NA,txt,NA,NA,1626397621522,"한명숙이가 뭔데  감옥갔다 온년을 또...더불어  이것들은 애국심이 있는지,대가리는 왜 달고 다니는지, 국민을 개돼지로 보는지.  대한민국 국민인지 묻고 싶다.",37xnO,NA,ko,KR,naver,naver,topa****,NA,naver,2021-07-16T10:07:02+0900,2021-07-16T01:07:02+0000,2021-07-16T10:07:02+0900,2021-07-16T01:07:02+0000,1,0,FALSE,0,FALSE,FALSE,NA,NA,0,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,0,NA,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,37xnO,FALSE,FALSE,NA,FALSE,TRUE,topa****,to****,FALSE,FALSE
